Username,Comment
@sorh,"I keep my hands on the keyboard the whole day: ctrl+c, ctrl+v"
@eswarkumarkatakam6602,Excellent eye opener ❤
@NICE-n4r,ROLE MODEL
@juanpalmeida,"I have been in coding industry for about 16 years, all the things that you said are real."
@mrtipton,"So much truth here. Thank you for your transparency. Knowing the fundamentals and refining that knowledge over time. Organization and being resourceful and imaginative when solving problems. It's about how to think, not what to think. Anybody who takes a superiority position over this concept is a red flag. Yes, super devs do exist, but they are rare."
@AffectionateBirdNest-oz9by,"7:29 Did anyone notice the painting behind, falling over?"
@bboysil,you lost me at javatscript
@maheshmattad1054,Thanks man I am facing all the issues which you have mentioned.... I will start today as a beginner we will meet in some time.
@mehendranthangavel6134,Thanks for summarizing those insights. It takes years of experience to truly make sense of them.
@lwa.dev74,"This is excellent advice, everything you mentioned has hit home 100%, Thank You for the advice and reality check :-)"
@divyasinghphougat8520,Perfection is a lie
@NadeemWBR,I love you bro.
@Asia_life_explorer,"Bro i have been coding since september 2021 , i have enough problem solving skills, made chatapps wirthout tutorials in 2023 when even Ai wasnt a thing at that time, just used socket io and their documentation to make it work, a user could only make 1 group and only 5 people would be added into that group. hosted that on aws ec2 did everything, i landed 2 unpaid developers position for 6 6 months each but still i have imposter syndrome and feel like im not gonna land a real job , i feel like im not ready for the market, i've been on this loop since my starting out of the careeer. what should i do? Please any suggestions will be appreciated"
@siddhantsarraf,"Thanks for advise 
Sending Love & Respect from India"
@jacqueskloster4085,"The best words of my best mentor when I started out back in the days was this: Get your interfacing right, what you do inside your modules can be as messy as you want it to be."
@nickolaigl,"Great video, thank you!"
@CamaguNcoso,"I want to go back an learn Front-End Development from Scratch. As I was learning, I got a job on the spot. Had to pause my studies. I never really got to understand how JavaScript plays a role in a website, as I was learning the syntax and building small projects around that. I was learning with FreeCodeCamp and their JavaScript curriculum was hard to understand 5 projects into learning and I still couldn't build a project with HTML, CSS and JavaScript."
@AKASH4929,My Case: You will never feel ready.. There is no TOMORROW! START NOW!!
@EmmanuelJohn-y8t,Thank you sir
@katiekempton318,This is brilliant advice. Needed to hear this 👍
@EMPI75,30 years in the business . data warehouse expert.  i can confirm eyerything you said..  good tipps.
@inspiringstories143,"Thank you sir, For this lot of Useful tips💓💓❤❤🙏"
@Tanm-o8l,This video was eye-opening. Thank you for these incredible tips. The perfection and burnout points really hit me.
@Ayooo-ph,LOVE THIS
@gbvanoene,You'll never feel ready hit home with me. I'm thinking to start for years now. If I would have just started I would have been so much further than I am now. Thank you for this insight
@oscarjosefsson9300,"Thank you!
Very comforting advice. 

But I still believe that it is worth a lot to write tidy code.

Your colleagues and your future self will surely appreciate it even if your boss and clients don't."
@HasarangaWeerasiri,Just perfect !!
@sos5025,"sir, what do think about using A.I. tools for coding?"
@vinlandish555,Just keep swimming
@maximilianmusterhans4659,It took me 10 years to realize that clicking on clickbait videos is not worth it.
@Tommyrev2732,Unfortunately in the UK..... they seem to expect you to know everything....
@paulwalkermusic,"Ai agents can code better than us nowadays, just learn how to read and write properly and use claude"
@mkzwak1299,wow It just gave me deferent felling thanks
@vintz-dev,"Thank you so much. As a frontend developer with four years of experience, I found myself deeply resonating with many parts of your message. Each piece of advice felt like a gem, and I truly appreciate the wisdom you shared.

Since my early days as a junior developer, I’ve been writing blog posts to reflect and share what I learn. Your video was incredibly inspiring, and I’d love to help share its message with developers here in Korea by translating it (with the help of AI) and posting it on my blog.

I’m not very fluent in English, but I did my best to make sure the translated content stays true to your original message. Would it be okay if I write a blog post including the proper credit and a link to your video? I would be truly grateful for your permission."
@sudoGetBrainInstall,thanks for the input bro
@thevigilante11-Akash,💯
@cbobka14,"OMG, most of this hit home with me. Thank you for all of this direction. I wish I learned all of this sooner. Thank You!"
